"","geneID","logFC","logCPM","F","PValue","FDR"
"138","PBANKA_1327600",4.61065230596556,5.73178475552914,299.408667297675,1.2016285692847e-09,2.17701644823522e-08
"139","PBANKA_1327800",0.171837534607259,6.33420378843065,0.952833336034629,0.348762237520254,0.390974167446776
"140","PBANKA_1329300",0.377664183268671,8.75282878198567,3.12429058527622,0.103200415937641,0.129124527505078
"141","PBANKA_1330100",-0.964292391701654,5.45272854282154,24.6014912267481,0.00036533279812854,0.000716469476424965
"142","PBANKA_1331700",1.04690763835157,5.54842753249195,40.9642820304091,3.77870059365203e-05,9.41534163032893e-05
"143","PBANKA_1331900",0.603893009262022,8.17498218754414,8.97144921443543,0.0114484646275496,0.0167626128028005
"144","PBANKA_1332000",0.956802693407372,7.43458982313947,32.833939533711,0.000103228684676511,0.000230193451041488
"145","PBANKA_1332100",0.260705441027748,6.48968475241415,2.6699615510444,0.12879102896917,0.158071585367329
"146","PBANKA_1332500",0.0730166132422132,5.33185248933212,0.20676456469215,0.657615628329482,0.692772502176277
"147","PBANKA_1337100",1.98040191523668,8.76820715644904,103.01507104959,3.70713723694446e-07,1.65632346647943e-06
"148","PBANKA_1341500",0.941645734537056,6.76442217274695,33.7613072823924,9.12103729924819e-05,0.00020627640823997
"149","PBANKA_1345800",-0.613804688843722,6.18229546088815,7.00253946756071,0.0218500792630035,0.0306757002653463
"150","PBANKA_1347500",-1.04728843703312,4.63560523428986,19.9778824778082,0.000830871779897892,0.00151195431323583
"151","PBANKA_1359200",-0.992597108195675,7.96541162298971,18.7153049633706,0.00106318202804419,0.00189906042279038
"152","PBANKA_1360300",-0.0298781874241474,9.2306043914181,0.0225530825945145,0.88317647671706,0.898619801243073
"153","PBANKA_1401200",-0.0229979937968191,5.18880507548006,0.0207660300847822,0.887864307579033,0.902090563945337
"154","PBANKA_1405400",-0.134756267372648,5.91910276272154,0.685213536320668,0.42431872599023,0.468560039907944
"155","PBANKA_1405800",-0.420725022307985,5.55769236186108,4.73293139824816,0.0510303682793063,0.0672877103464273
"156","PBANKA_1409200",-2.97530968944098,6.22418312645693,53.3832278833577,1.13392894888203e-05,3.21583290204731e-05
"157","PBANKA_1411800",0.129072041008685,5.38342995217158,0.361688405891488,0.559133510265426,0.600537316345884
"158","PBANKA_1413900",0.214547885736866,7.13833119100932,1.38532975480716,0.262575599723106,0.301532137504176
"159","PBANKA_1415800",0.818363522141458,4.863784142304,7.88008605601769,0.0162848373677957,0.0232990470411101
"160","PBANKA_1419200",-2.4499468682066,6.37419947506535,84.9507884365676,1.10741047422296e-06,4.20034678336408e-06
"161","PBANKA_1423300",0.0341095948735673,10.4340552631173,0.0216911794456265,0.885412738312946,0.900516264725241
"162","PBANKA_1424800",0.708739005876102,5.36468106923827,17.9185394302805,0.00122072789489912,0.00215248490843888
"163","PBANKA_1425000",0.945917246346907,6.42679317138541,26.2066798328808,0.000281752673833459,0.000565104916780329
"164","PBANKA_1425600",-0.0441454917888548,5.33532406898366,0.0700777710680273,0.795817787806171,0.819682377861167
"165","PBANKA_1426900",-0.36370623526596,9.12998231524101,3.07178233305389,0.105731286816296,0.131924052621947
"166","PBANKA_1432800",0.0840444292321336,5.72406348564702,0.230940303051808,0.639684175080425,0.676186777077962
"167","PBANKA_1435200",-4.10635543355086,7.32066038264746,244.905791151549,3.68868782829091e-09,4.35423627654579e-08
"168","PBANKA_1439200",-0.114200391445922,11.4013233132239,0.271267460717246,0.612173492346439,0.650442554918472
"169","PBANKA_1439800",0.832910729419305,5.24292925880254,25.3179609897341,0.000314508416518335,0.000624220958306454
"170","PBANKA_1446300",1.52592090089178,6.48658571640094,45.1003493563646,2.53519153818109e-05,6.59603227135385e-05
"171","PBANKA_1449900",-1.44374629959942,6.8611978549683,25.0955289147196,0.00033683584411877,0.000663212613459967
"172","PBANKA_1450700",1.20933959451847,7.35934287479911,42.9181118775207,3.03931709654588e-05,7.77675238464352e-05
"173","PBANKA_1455200",0.00134607771297195,5.09113718225842,2.20538387158707e-05,0.996332776820349,0.996937469988559
"174","PBANKA_1456500",-0.745102247134584,3.99724042269571,10.4001669909748,0.00748654091848606,0.0113584145346111
"175","PBANKA_1457600",-0.29905995020351,5.32279152393214,1.68223138997911,0.219818799314379,0.256844739288665
"176","PBANKA_1458000",0.863830790127224,6.70439649244081,23.2828216213732,0.000446160522390612,0.000859980492495701
"177","PBANKA_1461100",-0.545068600053964,6.42089954498909,12.6414345079773,0.0040927803059844,0.00652575480122465
"178","PBANKA_1464500",0.312447248107253,5.44026756487202,3.6206975090542,0.0818906348741448,0.104362556064808
"179","PBANKA_0916300",0,0,0,1,1
